LOINC_NUMBER,COMPONENT,CODE_SYSTEM,CODE_VALUE,AnswerListId,AnswerListName,ANSWER_CODE,SEQUENCE_NO,ANSWER_STRING
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",34,44,"Thirty-fourth of thirty-four or more primaries"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",35,45,"Thirty-fifth of thirty-five primaries"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",60,46,"Only one neoplasm required by the state or the hospital cancer committee but not by COC"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",61,47,"First of two or more neoplasms in this category"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",62,48,"Second of two or more neoplasms in this category"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",99,49,"Unspecified sequence number"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",AA,50,"One benign tumor only, or the first of more than one benign"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",BB,51,"Second of two or more benign tumors"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",CC,52,"Third of three or more benign tumors"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",DD,53,"Fourth of four or more benign tumors"
21867-7,"Sequence number.hospital",NAACCR_ID,560,LL223-9,"CR_560_Hospital sequence number",XX,54,"Unspecified number of benign tumors"
59512-4,"Flag for Hospital admission.first contact not populated",NAACCR_ID,581,LL934-1,NAACCR_581,12,1,"A proper value is applicable but not known (e.g., date of 1st contact is unknown)"
59512-4,"Flag for Hospital admission.first contact not populated",NAACCR_ID,581,LL934-1,NAACCR_581,"",2,"A valid date value is provided in item Date of 1st Contact [580], or the date was not expected to have been transmitted"
21870-1,"Date of inpatient admission",NAACCR_ID,590,LL224-7,"CR_590_ Inpatient admit date",99999999,1,Unknown
21870-1,"Date of inpatient admission",NAACCR_ID,590,LL224-7,"CR_590_ Inpatient admit date",00000000,2,"Patient was never an inpatient at the reporting facility"
59518-1,"Flag for Date of inpatient admission not populated",NAACCR_ID,591,LL935-8,NAACCR_591,10,1,"No information whatsoever can be inferred from this exceptional value (e.g, unknown if patient was an inpatient)."
59518-1,"Flag for Date of inpatient admission not populated",NAACCR_ID,591,LL935-8,NAACCR_591,11,2,"No proper value is applicable in this context (e.g., patient was never an inpatient at the reporting facility)."
59518-1,"Flag for Date of inpatient admission not populated",NAACCR_ID,591,LL935-8,NAACCR_591,12,3,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., the patient was an inpatient but the date is unknown)."
59518-1,"Flag for Date of inpatient admission not populated",NAACCR_ID,591,LL935-8,NAACCR_591,"",4,"A valid date value is provided in item Date of Inpatient Adm [590], or the date was not expected to have been transmitted."
21871-9,"Date of inpatient discharge",NAACCR_ID,600,LL225-4,"CR_600_Inpatient discharge date",99999999,1,Unknown
21871-9,"Date of inpatient discharge",NAACCR_ID,600,LL225-4,"CR_600_Inpatient discharge date",00000000,2,"Patient was never an inpatient at the reporting hospital"
59519-9,"Flag for Date of inpatient discharge not populated",NAACCR_ID,601,LL936-6,NAACCR_601,10,1,"No information whatsoever can be inferred from this exceptional value (e.g, unknown if patient was an inpatient)."
59519-9,"Flag for Date of inpatient discharge not populated",NAACCR_ID,601,LL936-6,NAACCR_601,11,2,"No proper value is applicable in this context (e.g., patient was never an inpatient at the reporting facility)."
59519-9,"Flag for Date of inpatient discharge not populated",NAACCR_ID,601,LL936-6,NAACCR_601,12,3,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., the patient was an inpatient but the date is unknown)."
59519-9,"Flag for Date of inpatient discharge not populated",NAACCR_ID,601,LL936-6,NAACCR_601,"",4,"A valid date value is provided in item Date of Inpatient Disch [600], or the date was not expected to have been transmitted."
59543-9,"Inpatient status",NAACCR_ID,605,LL937-4,NAACCR_605,0,1,"Patient was never an inpatient"
59543-9,"Inpatient status",NAACCR_ID,605,LL937-4,NAACCR_605,1,2,"Patient was inpatient"
59543-9,"Inpatient status",NAACCR_ID,605,LL937-4,NAACCR_605,9,3,"Unknown if patient was an inpatient (only used for consolidated cases)"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",0,1,"Dx here, Rx elsewhere"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",1,2,"Dx and Rx here"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",2,3,"Dx elsewhere, Rx here"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",3,4,"Dx, Rx elsewhere"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",4,5,"Dx, Rx prior to ref date"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",5,6,"Dx at Autopsy"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",6,7,"Dx&Rx in staff MDs office"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",7,8,"Pathology report only. Patient does not enter the reporting facility at any time for diagnosis or treatment. This category excludes tumors diagnosed at autopsy."
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",8,9,"Dx by death Certificate"
21872-7,"Relationship between this hospital and cancer Dx",NAACCR_ID,610,LL226-2,"CR_610_Hospital-cancer relationship",9,10,Unknown
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",0,1,"Not presented"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",1,2,"Prospective presentation (diagnostic)"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",2,3,"Prospective presentation (treatment)"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",3,4,"Prospective presentation (follow-up care)"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",4,5,"Prospective presentation (combinations of 1, 2, or 3)"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",5,6,"Prospective, NOS"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",6,7,"Retrospective presentation"
21874-3,"Cancer conference.presentation status at reporting facility",NAACCR_ID,650,LL460-7,"CR_650_ CA presentation status",7,8,Follow-up
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,0,1,"No surgical procedure of primary site at this facility. Diagnosed at autopsy."
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,1,2,"Robotic assisted."
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,2,3,"Robotic converted to open."
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,3,4,Laparoscopic.
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,4,5,"Laparoscopic converted to open."
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,5,6,"Open. Approach, NOS."
59560-3,"Surgical approach at facility.YYY 2010",NAACCR_ID,668,LL938-2,NAACCR_668,9,7,"Patient record does not state whether a surgical procedure of the primary site was performed and no information is available. Death certificate only."
21876-8,"Surgery procedure for primary site at facility.YYY",NAACCR_ID,670,LL227-0,"CR_670_Surgical protocol",00,1,None
21876-8,"Surgery procedure for primary site at facility.YYY",NAACCR_ID,670,LL227-0,"CR_670_Surgical protocol",90,2,"Surgery, NOS"
21876-8,"Surgery procedure for primary site at facility.YYY",NAACCR_ID,670,LL227-0,"CR_670_Surgical protocol",99,3,Unknown
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",0,1,None
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",1,2,"Beam Radiation"
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",2,3,"Radioactive Implants"
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",3,4,Radioisotopes
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",4,5,"Combination of 1 with 2 or 3"
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",5,6,"Radiation, NOS method or source not specified"
21880-0,"Radiation Rx therapy",NAACCR_ID,690,LL456-5,"CR_690_Radiation treatment",9,7,"Unknown if radiation therapy administered"
21881-8,"Chemotherapy Rx at facility.YYY",NAACCR_ID,700,LL458-1,"CR_700_Chemo treatment",0,1,None
21881-8,"Chemotherapy Rx at facility.YYY",NAACCR_ID,700,LL458-1,"CR_700_Chemo treatment",1,2,"Chemotherapy, NOS"
21881-8,"Chemotherapy Rx at facility.YYY",NAACCR_ID,700,LL458-1,"CR_700_Chemo treatment",2,3,"Chemotherapy, single agent"
21881-8,"Chemotherapy Rx at facility.YYY",NAACCR_ID,700,LL458-1,"CR_700_Chemo treatment",3,4,"Chemotherapy, multiple agents (combination regimen)"
21881-8,"Chemotherapy Rx at facility.YYY",NAACCR_ID,700,LL458-1,"CR_700_Chemo treatment",9,5,"Unknown if any chemotherapy administered"
21882-6,"Hormone Rx at facility.YYY",NAACCR_ID,710,LL459-9,"CR_710_Hormone treatment",0,1,None
21882-6,"Hormone Rx at facility.YYY",NAACCR_ID,710,LL459-9,"CR_710_Hormone treatment",1,2,"Hormones (including NOS and antihormones)"
21882-6,"Hormone Rx at facility.YYY",NAACCR_ID,710,LL459-9,"CR_710_Hormone treatment",2,3,"Endocrine surgery and/or endocrine radiation (if cancer is of another site)"
21882-6,"Hormone Rx at facility.YYY",NAACCR_ID,710,LL459-9,"CR_710_Hormone treatment",3,4,"Combination of 1 & 2"
21882-6,"Hormone Rx at facility.YYY",NAACCR_ID,710,LL459-9,"CR_710_Hormone treatment",9,5,"Unknown if hormone therapy administered"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",0,1,None
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",1,2,"Biological response modifier (BRM)"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",2,3,"Bone marrow transplant--autologous"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",3,4,"Bone marrow transplant--allogenic"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",4,5,"Bone marrow transplant, NOS"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",5,6,"Stem Cell Transplant"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",5,7,"Combination of 1 and any 2, 3, 4, or 5"
21883-4,"Transplant Rx at facility.YYY",NAACCR_ID,720,LL457-3,"CR_720_Transplant treatment",7,8,"Patient or patient’s guardian refused"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",0,1,"No other cancer-directed therapy except as coded elsewhere"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",1,2,"Other cancer-directed therapy"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",2,3,"Other experimental cancer-directed therapy (not included elsewhere)"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",3,4,"Double-blind study, code not yet broken"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",6,5,"Unproven therapy (including laetrile, krebiozen, etc.)"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",7,6,"Patient or patient's guardian refused therapy which would have been coded 1-3 above"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",8,7,"Other cancer-directed therapy recommended, unknown if administered"
21884-2,"Other Rx at facility.YYY",NAACCR_ID,730,LL454-0,"CR_730_Other treatment",9,8,"Unknown if other cancer-directed therapy administered"
21885-9,"Surgery.not cancer Rx at facility.YYY",NAACCR_ID,740,LL461-5,"CR_740_Surgical treatment",00,1,"No surgical procedure"
21885-9,"Surgery.not cancer Rx at facility.YYY",NAACCR_ID,740,LL461-5,"CR_740_Surgical treatment",01,2,"Incisional biopsy of other than primary site,Needle biopsy of other than primary site,Aspiration biopsy of other than primary site"
21885-9,"Surgery.not cancer Rx at facility.YYY",NAACCR_ID,740,LL461-5,"CR_740_Surgical treatment",02,3,"Incisional biopsy of primary site; needle biopsy of primary"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",0,1,"In Situ"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",1,2,Localized
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",2,3,"Regional, direct extension only"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",3,4,"Regional, regional lymph nodes only"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",4,5,"Regional, direct extension and regional lymph nodes"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",5,6,"Regional, NOS"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",7,7,Distant
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",8,8,"Not applicable"
39806-5,"Stage.summary at Dx 2000 revised",NAACCR_ID,759,LL228-8,"CR_759_SEER stage 2000",9,9,Unstaged
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",0,1,"In Situ"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",1,2,Localized
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",2,3,"Regional, direct extension only"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",3,4,"Regional, regional lymph nodes only"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",4,5,"Regional, direct extension and regional lymph nodes"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",5,6,"Regional, NOS"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",7,7,Distant
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",8,8,"Not applicable"
21887-5,"SEER summary stage 1977",NAACCR_ID,760,LL228-8,"CR_759_SEER stage 2000",9,9,Unstaged
21888-3,"Stage.summary abbreviated at Dx",NAACCR_ID,770,LL230-4,"CR_770_Stage at diagnosis",0,1,"In Situ"
21888-3,"Stage.summary abbreviated at Dx",NAACCR_ID,770,LL230-4,"CR_770_Stage at diagnosis",1,2,Local
21888-3,"Stage.summary abbreviated at Dx",NAACCR_ID,770,LL230-4,"CR_770_Stage at diagnosis",2,3,Regional
21888-3,"Stage.summary abbreviated at Dx",NAACCR_ID,770,LL230-4,"CR_770_Stage at diagnosis",3,4,Distant
21888-3,"Stage.summary abbreviated at Dx",NAACCR_ID,770,LL230-4,"CR_770_Stage at diagnosis",9,5,Unstaged
21898-2,"Version used",NAACCR_ID,870,LL453-2,"CR_870_EOD version used",0,1,"2-Digit Nonspecific Extent of Disease (1973-82)"
21898-2,"Version used",NAACCR_ID,870,LL453-2,"CR_870_EOD version used",1,2,"2-Digit Site-Specific Extent of Disease (1973-82)"
21898-2,"Version used",NAACCR_ID,870,LL453-2,"CR_870_EOD version used",2,3,"13-Digit (Expanded) Site-Specific Extent of Disease (1973-82)"
21898-2,"Version used",NAACCR_ID,870,LL453-2,"CR_870_EOD version used",3,4,"4-Digit Extent of Disease (1983-87)"
21898-2,"Version used",NAACCR_ID,870,LL453-2,"CR_870_EOD version used",4,5,"10-Digit Extent of Disease, 1988 (1988+)"
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",X,1,TX
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",SU,2,Tispu
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",SD,3,Tispd
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",IS,4,Tis
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",A,5,Ta
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4D,6,T4d
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4C,7,T4c
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4B,8,T4b
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4A,9,T4a
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4,10,T4
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",3C,11,T3c
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",3B,12,T3b
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",3A,13,T3a
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",3,14,T3
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2C,15,T2c
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2B,16,T2b
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2A,17,T2a
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2,18,T2
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1M,19,T1mic
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1C,20,T1c
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",B2,21,T1b2
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",B1,22,T1b1
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1B,23,T1b
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",A2,24,T1a2
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",A1,25,T1a1
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1A,26,T1a
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1,27,T1
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",0,28,T0
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",88,29,"Not applicable (no AJCC staging scheme)"
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",1D,30,T1d
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2a1,31,T2a1
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2a2,32,T2a2
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",2D,33,T2d
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",3D,34,T3d
21899-0,"Primary tumor.pathology",NAACCR_ID,880,LL232-0,"CR_880_Tumor pathology",4E,35,T4e
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",X,1,NX
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0,2,N0
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0I-,3,N0I-
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0I+,4,N0I+
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0M-,5,N0M-
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0M+,6,N0M+
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0A,7,N0a
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",0B,8,N0b
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1,9,N1
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1A,10,N1a
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1B,11,N1b
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1C,12,N1c
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1M,13,N1m
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",1mi,14,N1mi
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",2,15,N2
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",2A,16,N2a
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",2B,17,N2b
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",2C,18,N2c
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",3,19,N3
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",3A,20,N3a
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",3B,21,N3b
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",3C,22,N3c
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",88,23,"Not applicable (no AJCC staging scheme)"
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",I-,24,NI-
21900-6,"Regional lymph nodes.pathology",NAACCR_ID,890,LL3136-0,"Regional lymph nodes pathology",I+,25,NI+
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",X,1,PX
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",0,2,P0
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1,3,P1
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1A,4,P1a
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1B,5,P1b
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1C,6,P1c
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1D,7,P1d
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1E,8,P1e
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1M,9,P1m
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",1m1,10,P1m1
21901-4,"Distant metastases.pathology",NAACCR_ID,900,LL3137-8,"Distant metastases pathology",88,11,"Not applicable (no AJCC staging scheme)"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",4B,1,"Stage IVB"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",4A,2,"Stage IVA"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",4,3,"Stage IV"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",3C,4,"Stage IIIC"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",3B,5,"Stage IIIB"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",3A,6,"Stage IIIA"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",3,7,"Stage III"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",2C,8,"Stage IIC"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",2B,9,"Stage IIB"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",2A,10,"Stage IIA"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",2,11,"Stage II"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",1B,12,"Stage IB"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",1A,13,"Stage IA"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",1,14,"Stage I"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",4C,15,"Stage IVC"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",1S,16,"Stage IS"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",B2,17,"Stage IB2"
21902-2,"Stage group.pathology",NAACCR_ID,910,LL234-6,"CR_910_Tumor stage group",B1,18,"Stage IB1"
