naaccrNum,sectionId,section,naaccrId,naaccrName,length,source,loinc_num,scale_typ,AnswerListId,scheme,valtype_cd,phi_id_kind
676,6,Hospital-Specific,rxHospRegLnRemoved,RX Hosp--Reg LN Removed,2,CoC,21879-2,Qn,,,N,
690,6,Hospital-Specific,rxHospRadiation,RX Hosp--Radiation,1,SEER,21880-0,Nom,LL456-5,rxHospRadiation,@,
700,6,Hospital-Specific,rxHospChemo,RX Hosp--Chemo,2,CoC,21881-8,Nom,LL458-1,rx_summary_chemo,@,
710,6,Hospital-Specific,rxHospHormone,RX Hosp--Hormone,2,CoC,21882-6,Nom,LL459-9,rx_summary_hormone,@,
720,6,Hospital-Specific,rxHospBrm,RX Hosp--BRM,2,CoC,21883-4,Nom,LL457-3,rx_summary_brm,@,
730,6,Hospital-Specific,rxHospOther,RX Hosp--Other,1,CoC,21884-2,Nom,LL454-0,rx_summary_other,@,
740,6,Hospital-Specific,rxHospDxStgProc,RX Hosp--DX/Stg Proc,2,CoC,21885-9,Nom,LL461-5,rxHospDxStgProc,@,
746,6,Hospital-Specific,rxHospSurgSite9802,RX Hosp--Surg Site 98-02,2,CoC,42036-4,Nom,,,@,
747,6,Hospital-Specific,rxHospScopeReg9802,RX Hosp--Scope Reg 98-02,1,CoC,42037-2,Nom,,,@,
748,6,Hospital-Specific,rxHospSurgOth9802,RX Hosp--Surg Oth 98-02,1,CoC,42038-0,Nom,,,@,
3100,6,Hospital-Specific,archiveFin,Archive FIN,10,CoC,42106-5,Nom,,,Ti,facility
3105,6,Hospital-Specific,npiArchiveFin,NPI--Archive FIN,10,CMS,44955-3,Nom,,,Ti,facility
3280,6,Hospital-Specific,rxHospPalliativeProc,RX Hosp--Palliative Proc,1,CoC,42124-8,Nom,,rx_summary_palliative,@,
10,9,Record ID,recordType,Record Type,1,NAACCR,21827-1,Nom,LL51-4,recordType,@,
20,9,Record ID,patientIdNumber,Patient ID Number,8,Reporting Registry,,Nom,,,Ti,patientIdNumber
21,9,Record ID,patientSystemIdHosp,Patient System ID-Hosp,8,NAACCR,42022-4,Nom,,,Ti,patientIdNumber
30,9,Record ID,registryType,Registry Type,1,NAACCR,21828-9,Nom,LL201-5,registryType,@,
40,9,Record ID,registryId,Registry ID,10,NAACCR,21829-7,Nom,,,T,
45,9,Record ID,npiRegistryId,NPI--Registry ID,10,CMS,,Nom,,,T,
50,9,Record ID,naaccrRecordVersion,NAACCR Record Version,3,NAACCR,21830-5,Nom,LL219-7,naaccrRecordVersion,@,
60,9,Record ID,tumorRecordNumber,Tumor Record Number,2,NAACCR,21831-3,Nom,,,@,
682,11,Stage/Prognostic Factors,dateRegionalLNDissection,Date Regional Lymph Node Dissection,8,NAACCR,,Qn,,,D,
683,11,Stage/Prognostic Factors,dateRegionalLNDissectionFlag,Date Regional Lymph Node Dissection Flag,2,NAACCR,,Nom,,,@,
752,11,Stage/Prognostic Factors,tumorSizeClinical,Tumor Size Clinical,3,SEER,,Nom,,,@,
754,11,Stage/Prognostic Factors,tumorSizePathologic,Tumor Size Pathologic,3,SEER,,Nom,,,@,
756,11,Stage/Prognostic Factors,tumorSizeSummary,Tumor Size Summary,3,NPCR/CoC,,Nom,,,@,
759,11,Stage/Prognostic Factors,seerSummaryStage2000,SEER Summary Stage 2000,1,SEER,39806-5,Nom,LL228-8,seer_summary_stage,@,
760,11,Stage/Prognostic Factors,seerSummaryStage1977,SEER Summary Stage 1977,1,SEER,21887-5,Nom,LL228-8,seer_summary_stage,@,
762,11,Stage/Prognostic Factors,derivedSummaryStage2018,Derived Summary Stage 2018,1,SEER,,Nom,,seer_summary_stage_2018,@,
764,11,Stage/Prognostic Factors,summaryStage2018,Summary Stage 2018,1,SEER,,Nom,,seer_summary_stage_2018,@,
772,11,Stage/Prognostic Factors,eodPrimaryTumor,EOD Primary Tumor,3,SEER,,Nom,,,@,
774,11,Stage/Prognostic Factors,eodRegionalNodes,EOD Regional Nodes,3,SEER,,Nom,,,@,
776,11,Stage/Prognostic Factors,eodMets,EOD Mets,2,SEER,,Nom,,,@,
780,11,Stage/Prognostic Factors,eodTumorSize,EOD--Tumor Size,3,SEER/CoC,21889-1,Qn,,,N,
785,11,Stage/Prognostic Factors,derivedEod2018T,Derived EOD 2018 T,15,SEER,,Nom,,,Ti,
790,11,Stage/Prognostic Factors,eodExtension,EOD--Extension,2,SEER,21890-9,Nom,,,@,
795,11,Stage/Prognostic Factors,derivedEod2018M,Derived EOD 2018 M,15,SEER,,Nom,,,Ti,
800,11,Stage/Prognostic Factors,eodExtensionProstPath,EOD--Extension Prost Path,2,SEER,21891-7,Nom,,,@,
810,11,Stage/Prognostic Factors,eodLymphNodeInvolv,EOD--Lymph Node Involv,1,SEER,21892-5,Nom,,,@,
815,11,Stage/Prognostic Factors,derivedEod2018N,Derived EOD 2018 N,15,SEER,,Nom,,,Ti,
818,11,Stage/Prognostic Factors,derivedEod2018StageGroup,Derived EOD 2018 Stage Group,15,SEER,,Nom,,,Ti,
820,11,Stage/Prognostic Factors,regionalNodesPositive,Regional Nodes Positive,2,SEER/CoC,21893-3,Qn,,,N,
830,11,Stage/Prognostic Factors,regionalNodesExamined,Regional Nodes Examined,2,SEER/CoC,21894-1,Qn,,,N,
832,11,Stage/Prognostic Factors,dateSentinelLymphNodeBiopsy,Date of Sentinel Lymph Node Biopsy,8,CoC,,Qn,,,D,
833,11,Stage/Prognostic Factors,dateSentinelLymphNodeBiopsyFlag,Date Sentinel Lymph Node Biopsy Flag,2,CoC,,Nom,,,@,
834,11,Stage/Prognostic Factors,sentinelLymphNodesExamined,Sentinel Lymph Nodes Examined,2,CoC,,Nom,,,@,
835,11,Stage/Prognostic Factors,sentinelLymphNodesPositive,Sentinel Lymph Nodes Positive,2,CoC,,Nom,,,@,
840,11,Stage/Prognostic Factors,eodOld13Digit,EOD--Old 13 Digit,13,SEER,21895-8,Nom,,,Ti,
850,11,Stage/Prognostic Factors,eodOld2Digit,EOD--Old 2 Digit,2,SEER,21896-6,Nom,,,@,
860,11,Stage/Prognostic Factors,eodOld4Digit,EOD--Old 4 Digit,4,SEER,21897-4,Nom,,,@,
870,11,Stage/Prognostic Factors,codingSystemForEod,Coding System for EOD,1,SEER,21898-2,Nom,LL453-2,codingSystemForEod,@,
880,11,Stage/Prognostic Factors,tnmPathT,TNM Path T,4,AJCC,21899-0,Nom,LL232-0,,@,
890,11,Stage/Prognostic Factors,tnmPathN,TNM Path N,4,AJCC,21900-6,Nom,LL3136-0,,@,
900,11,Stage/Prognostic Factors,tnmPathM,TNM Path M,4,AJCC,21901-4,Nom,LL3137-8,,@,
910,11,Stage/Prognostic Factors,tnmPathStageGroup,TNM Path Stage Group,4,AJCC,21902-2,Nom,LL234-6,,@,
920,11,Stage/Prognostic Factors,tnmPathDescriptor,TNM Path Descriptor,1,CoC,21903-0,Nar,LL235-3,tnm_descriptor,@,
930,11,Stage/Prognostic Factors,tnmPathStagedBy,TNM Path Staged By,2,CoC,21904-8,Nom,LL236-1,tnm_staged_by,@,
940,11,Stage/Prognostic Factors,tnmClinT,TNM Clin T,4,AJCC,21905-5,Nom,LL237-9,,@,
950,11,Stage/Prognostic Factors,tnmClinN,TNM Clin N,4,AJCC,21906-3,Nom,LL238-7,,@,
960,11,Stage/Prognostic Factors,tnmClinM,TNM Clin M,4,AJCC,21907-1,Nom,LL239-5,,@,
970,11,Stage/Prognostic Factors,tnmClinStageGroup,TNM Clin Stage Group,4,AJCC,21908-9,Nom,LL240-3,,@,
980,11,Stage/Prognostic Factors,tnmClinDescriptor,TNM Clin Descriptor,1,CoC,21909-7,Nar,LL241-1,tnm_descriptor,@,
990,11,Stage/Prognostic Factors,tnmClinStagedBy,TNM Clin Staged By,2,CoC,21910-5,Nom,LL57-1,tnm_staged_by,@,
995,11,Stage/Prognostic Factors,ajccId,AJCC ID,4,NAACCR,,Nom,,,@,
1001,11,Stage/Prognostic Factors,ajccTnmClinT,AJCC TNM Clin T,15,AJCC,,Nom,,,Ti,
1002,11,Stage/Prognostic Factors,ajccTnmClinN,AJCC TNM Clin N,15,AJCC,,Nom,,,Ti,
1003,11,Stage/Prognostic Factors,ajccTnmClinM,AJCC TNM Clin M,15,AJCC,,Nom,,,Ti,
1004,11,Stage/Prognostic Factors,ajccTnmClinStageGroup,AJCC TNM Clin Stage Group,15,AJCC,,Nom,,,Ti,
1011,11,Stage/Prognostic Factors,ajccTnmPathT,AJCC TNM Path T,15,AJCC,,Nom,,,Ti,
1012,11,Stage/Prognostic Factors,ajccTnmPathN,AJCC TNM Path N,15,AJCC,,Nom,,,Ti,
1013,11,Stage/Prognostic Factors,ajccTnmPathM,AJCC TNM Path M,15,AJCC,,Nom,,,Ti,
1014,11,Stage/Prognostic Factors,ajccTnmPathStageGroup,AJCC TNM Path Stage Group,15,AJCC,,Nom,,,Ti,
1021,11,Stage/Prognostic Factors,ajccTnmPostTherapyT,AJCC TNM Post Therapy T,15,AJCC,,Nom,,,Ti,
1022,11,Stage/Prognostic Factors,ajccTnmPostTherapyN,AJCC TNM Post Therapy N,15,AJCC,,Nom,,,Ti,
1023,11,Stage/Prognostic Factors,ajccTnmPostTherapyM,AJCC TNM Post Therapy M,15,AJCC,,Nom,,,Ti,
1024,11,Stage/Prognostic Factors,ajccTnmPostTherapyStageGroup,AJCC TNM Post Therapy Stage Group,15,AJCC,,Nom,,,Ti,
1031,11,Stage/Prognostic Factors,ajccTnmClinTSuffix,AJCC TNM Clin T Suffix,4,AJCC,,Nom,,,@,
1032,11,Stage/Prognostic Factors,ajccTnmPathTSuffix,AJCC TNM Path T Suffix,4,AJCC,,Nom,,,@,
1033,11,Stage/Prognostic Factors,ajccTnmPostTherapyTSuffix,AJCC TNM Post Therapy T Suffix,4,AJCC,,Nom,,,@,
1034,11,Stage/Prognostic Factors,ajccTnmClinNSuffix,AJCC TNM Clin N Suffix,4,AJCC,,Nom,,,@,
1035,11,Stage/Prognostic Factors,ajccTnmPathNSuffix,AJCC TNM Path N Suffix,4,AJCC,,Nom,,,@,
1036,11,Stage/Prognostic Factors,ajccTnmPostTherapyNSuffix,AJCC TNM Post Therapy N Suffix,4,AJCC,,Nom,,,@,
1060,11,Stage/Prognostic Factors,tnmEditionNumber,TNM Edition Number,2,CoC,21917-0,Nom,LL59-7,tnmEditionNumber,@,
1112,11,Stage/Prognostic Factors,metsAtDxBone,Mets at DX-Bone,1,SEER,,Ord,,,@,
1113,11,Stage/Prognostic Factors,metsAtDxBrain,Mets at DX-Brain,1,SEER,,Ord,,,@,
1114,11,Stage/Prognostic Factors,metsAtDxDistantLn,Mets at DX-Distant LN,1,SEER,,Ord,,,@,
1115,11,Stage/Prognostic Factors,metsAtDxLiver,Mets at DX-Liver,1,SEER,,Ord,,,@,
1116,11,Stage/Prognostic Factors,metsAtDxLung,Mets at DX-Lung,1,SEER,,Ord,,,@,
1117,11,Stage/Prognostic Factors,metsAtDxOther,Mets at DX-Other,1,SEER,,Ord,,,@,
1120,11,Stage/Prognostic Factors,pediatricStage,Pediatric Stage,2,CoC,21921-2,Nom,LL65-4,pediatricStage,@,
1130,11,Stage/Prognostic Factors,pediatricStagingSystem,Pediatric Staging System,2,CoC,21922-0,Nom,LL66-2,pediatricStagingSystem,@,
1140,11,Stage/Prognostic Factors,pediatricStagedBy,Pediatric Staged By,1,CoC,21923-8,Nom,LL67-0,pediatricStagedBy,@,
1150,11,Stage/Prognostic Factors,tumorMarker1,Tumor Marker 1,1,SEER,21924-6,Nom,LL68-8,tumor_marker,@,
1160,11,Stage/Prognostic Factors,tumorMarker2,Tumor Marker 2,1,SEER,,Nom,,tumor_marker,@,
1170,11,Stage/Prognostic Factors,tumorMarker3,Tumor Marker 3,1,SEER,,Nom,,tumor_marker,@,
1182,11,Stage/Prognostic Factors,lymphVascularInvasion,Lymph-vascular Invasion,1,AJCC,59544-7,Nom,LL906-9,,@,
2800,11,Stage/Prognostic Factors,csTumorSize,CS Tumor Size,3,AJCC,42079-4,Qn,,,N,
2810,11,Stage/Prognostic Factors,csExtension,CS Extension,3,AJCC,42080-2,Nom,,,@,
2820,11,Stage/Prognostic Factors,csTumorSizeExtEval,CS Tumor Size/Ext Eval,1,AJCC,42081-0,Nom,,,@,
2830,11,Stage/Prognostic Factors,csLymphNodes,CS Lymph Nodes,3,AJCC,42082-8,Nom,,,@,
2840,11,Stage/Prognostic Factors,csLymphNodesEval,CS Lymph Nodes Eval,1,AJCC,42083-6,Nom,,,@,
2850,11,Stage/Prognostic Factors,csMetsAtDx,CS Mets at DX,2,AJCC,42084-4,Nom,,,@,
2851,11,Stage/Prognostic Factors,csMetsAtDxBone,CS Mets at Dx-Bone,1,AJCC,59475-4,Nom,,,@,
2852,11,Stage/Prognostic Factors,csMetsAtDxBrain,CS Mets at Dx-Brain,1,AJCC,59476-2,Nom,,,@,
2853,11,Stage/Prognostic Factors,csMetsAtDxLiver,CS Mets at Dx-Liver,1,AJCC,59477-0,Nom,,,@,
2854,11,Stage/Prognostic Factors,csMetsAtDxLung,CS Mets at Dx-Lung,1,AJCC,59478-8,Nom,,,@,
2860,11,Stage/Prognostic Factors,csMetsEval,CS Mets Eval,1,AJCC,42085-1,Nom,,,@,
2861,11,Stage/Prognostic Factors,csSiteSpecificFactor7,CS Site-Specific Factor 7,3,AJCC,59489-5,Nom,,,@,
2862,11,Stage/Prognostic Factors,csSiteSpecificFactor8,CS Site-Specific Factor 8,3,AJCC,59490-3,Nom,,,@,
2863,11,Stage/Prognostic Factors,csSiteSpecificFactor9,CS Site-Specific Factor 9,3,AJCC,59491-1,Nom,,,@,
2864,11,Stage/Prognostic Factors,csSiteSpecificFactor10,CS Site-Specific Factor10,3,AJCC,59492-9,Nom,,,@,
2865,11,Stage/Prognostic Factors,csSiteSpecificFactor11,CS Site-Specific Factor11,3,AJCC,59493-7,Nom,,,@,
2866,11,Stage/Prognostic Factors,csSiteSpecificFactor12,CS Site-Specific Factor12,3,AJCC,59494-5,Nom,,,@,
2867,11,Stage/Prognostic Factors,csSiteSpecificFactor13,CS Site-Specific Factor13,3,AJCC,59495-2,Nom,,,@,
2868,11,Stage/Prognostic Factors,csSiteSpecificFactor14,CS Site-Specific Factor14,3,AJCC,59496-0,Nom,,,@,
2869,11,Stage/Prognostic Factors,csSiteSpecificFactor15,CS Site-Specific Factor15,3,AJCC,59497-8,Nom,,,@,
2870,11,Stage/Prognostic Factors,csSiteSpecificFactor16,CS Site-Specific Factor16,3,AJCC,59498-6,Nom,,,@,
2871,11,Stage/Prognostic Factors,csSiteSpecificFactor17,CS Site-Specific Factor17,3,AJCC,59499-4,Nom,,,@,
2872,11,Stage/Prognostic Factors,csSiteSpecificFactor18,CS Site-Specific Factor18,3,AJCC,59500-9,Nom,,,@,
2873,11,Stage/Prognostic Factors,csSiteSpecificFactor19,CS Site-Specific Factor19,3,AJCC,59501-7,Nom,,,@,
2874,11,Stage/Prognostic Factors,csSiteSpecificFactor20,CS Site-Specific Factor20,3,AJCC,59502-5,Nom,,,@,
2875,11,Stage/Prognostic Factors,csSiteSpecificFactor21,CS Site-Specific Factor21,3,AJCC,59503-3,Nom,,,@,
2876,11,Stage/Prognostic Factors,csSiteSpecificFactor22,CS Site-Specific Factor22,3,AJCC,59504-1,Nom,,,@,
2877,11,Stage/Prognostic Factors,csSiteSpecificFactor23,CS Site-Specific Factor23,3,AJCC,59505-8,Nom,,,@,
2878,11,Stage/Prognostic Factors,csSiteSpecificFactor24,CS Site-Specific Factor24,3,AJCC,59506-6,Nom,,,@,
2879,11,Stage/Prognostic Factors,csSiteSpecificFactor25,CS Site-Specific Factor25,3,AJCC,59507-4,Nom,,,@,
2880,11,Stage/Prognostic Factors,csSiteSpecificFactor1,CS Site-Specific Factor 1,3,AJCC,42086-9,Nom,,,@,
2890,11,Stage/Prognostic Factors,csSiteSpecificFactor2,CS Site-Specific Factor 2,3,AJCC,42087-7,Nom,,,@,
2900,11,Stage/Prognostic Factors,csSiteSpecificFactor3,CS Site-Specific Factor 3,3,AJCC,42088-5,Nom,,,@,
2910,11,Stage/Prognostic Factors,csSiteSpecificFactor4,CS Site-Specific Factor 4,3,AJCC,42089-3,Nom,,,@,
2920,11,Stage/Prognostic Factors,csSiteSpecificFactor5,CS Site-Specific Factor 5,3,AJCC,42090-1,Nom,,,@,
2930,11,Stage/Prognostic Factors,csSiteSpecificFactor6,CS Site-Specific Factor 6,3,AJCC,42091-9,Nom,,,@,
2935,11,Stage/Prognostic Factors,csVersionInputOriginal,CS Version Input Original,6,AJCC,42092-7,Nom,,,@,
2936,11,Stage/Prognostic Factors,csVersionDerived,CS Version Derived,6,AJCC,42093-5,Nom,,,@,
2937,11,Stage/Prognostic Factors,csVersionInputCurrent,CS Version Input Current,6,AJCC,59508-2,Nom,,,@,
2940,11,Stage/Prognostic Factors,derivedAjcc6T,Derived AJCC-6 T,2,AJCC,42094-3,Nom,,,@,
2950,11,Stage/Prognostic Factors,derivedAjcc6TDescript,Derived AJCC-6 T Descript,1,AJCC,42095-0,Nom,,tnm_descriptor,@,
2960,11,Stage/Prognostic Factors,derivedAjcc6N,Derived AJCC-6 N,2,AJCC,42096-8,Nom,,,@,
2970,11,Stage/Prognostic Factors,derivedAjcc6NDescript,Derived AJCC-6 N Descript,1,AJCC,42097-6,Nom,,tnm_descriptor,@,
2980,11,Stage/Prognostic Factors,derivedAjcc6M,Derived AJCC-6 M,2,AJCC,42098-4,Nom,,,@,
2990,11,Stage/Prognostic Factors,derivedAjcc6MDescript,Derived AJCC-6 M Descript,1,AJCC,42099-2,Nom,,tnm_descriptor,@,
3000,11,Stage/Prognostic Factors,derivedAjcc6StageGrp,Derived AJCC-6 Stage Grp,2,AJCC,42100-8,Nom,,,@,
3010,11,Stage/Prognostic Factors,derivedSs1977,Derived SS1977,1,AJCC,42101-6,Nom,,seer_summary_stage,@,
3020,11,Stage/Prognostic Factors,derivedSs2000,Derived SS2000,1,AJCC,42102-4,Nom,,seer_summary_stage,@,
3030,11,Stage/Prognostic Factors,derivedAjccFlag,Derived AJCC--Flag,1,AJCC,42103-2,Ord,,derived_stage_flag,@,
3040,11,Stage/Prognostic Factors,derivedSs1977Flag,Derived SS1977--Flag,1,AJCC,42104-0,Ord,,derived_stage_flag,@,
3050,11,Stage/Prognostic Factors,derivedSs2000Flag,Derived SS2000--Flag,1,AJCC,42105-7,Ord,,derived_stage_flag,@,
3110,11,Stage/Prognostic Factors,comorbidComplication1,Comorbid/Complication 1,5,CoC,42126-3,Nom,,,@,
3120,11,Stage/Prognostic Factors,comorbidComplication2,Comorbid/Complication 2,5,CoC,42107-3,Nom,,,@,
3130,11,Stage/Prognostic Factors,comorbidComplication3,Comorbid/Complication 3,5,CoC,42108-1,Nom,,,@,
3140,11,Stage/Prognostic Factors,comorbidComplication4,Comorbid/Complication 4,5,CoC,42109-9,Nom,,,@,
3150,11,Stage/Prognostic Factors,comorbidComplication5,Comorbid/Complication 5,5,CoC,42110-7,Nom,,,@,
3160,11,Stage/Prognostic Factors,comorbidComplication6,Comorbid/Complication 6,5,CoC,42111-5,Nom,,,@,
3161,11,Stage/Prognostic Factors,comorbidComplication7,Comorbid/Complication 7,5,CoC,42112-3,Nom,,,@,
3162,11,Stage/Prognostic Factors,comorbidComplication8,Comorbid/Complication 8,5,CoC,42113-1,Nom,,,@,
3163,11,Stage/Prognostic Factors,comorbidComplication9,Comorbid/Complication 9,5,CoC,42114-9,Nom,,,@,
3164,11,Stage/Prognostic Factors,comorbidComplication10,Comorbid/Complication 10,5,CoC,42115-6,Nom,,,@,
3165,11,Stage/Prognostic Factors,icdRevisionComorbid,ICD Revision Comorbid,1,CoC,42116-4,Nom,,icdRevisionComorbid,@,
3400,11,Stage/Prognostic Factors,derivedAjcc7T,Derived AJCC-7 T,3,AJCC,59527-2,Nom,,,@,
3402,11,Stage/Prognostic Factors,derivedAjcc7TDescript,Derived AJCC-7 T Descript,1,AJCC,59528-0,Nom,,tnm_descriptor,@,
3410,11,Stage/Prognostic Factors,derivedAjcc7N,Derived AJCC-7 N,3,AJCC,59524-9,Nom,,,@,
3412,11,Stage/Prognostic Factors,derivedAjcc7NDescript,Derived AJCC-7 N Descript,1,AJCC,59525-6,Nom,,tnm_descriptor,@,
3420,11,Stage/Prognostic Factors,derivedAjcc7M,Derived AJCC-7 M,3,AJCC,59522-3,Nom,,,@,
3422,11,Stage/Prognostic Factors,derivedAjcc7MDescript,Derived AJCC-7 M Descript,1,AJCC,59523-1,Nom,,tnm_descriptor,@,
3430,11,Stage/Prognostic Factors,derivedAjcc7StageGrp,Derived AJCC-7 Stage Grp,3,AJCC,59526-4,Nom,,,@,
3440,11,Stage/Prognostic Factors,derivedPrerx7T,Derived PreRx-7 T,3,AJCC,59539-7,Nom,,,@,
3442,11,Stage/Prognostic Factors,derivedPrerx7TDescrip,Derived PreRx-7 T Descrip,1,AJCC,59540-5,Nom,,tnm_descriptor,@,
3450,11,Stage/Prognostic Factors,derivedPrerx7N,Derived PreRx-7 N,3,AJCC,59536-3,Nom,,,@,
3452,11,Stage/Prognostic Factors,derivedPrerx7NDescrip,Derived PreRx-7 N Descrip,1,AJCC,59537-1,Nom,,tnm_descriptor,@,
3460,11,Stage/Prognostic Factors,derivedPrerx7M,Derived PreRx-7 M,3,AJCC,59534-8,Nom,,,@,
3462,11,Stage/Prognostic Factors,derivedPrerx7MDescrip,Derived PreRx-7 M Descrip,1,AJCC,59535-5,Nom,,tnm_descriptor,@,
3470,11,Stage/Prognostic Factors,derivedPrerx7StageGrp,Derived PreRx-7 Stage Grp,3,AJCC,59538-9,Nom,,,@,
3480,11,Stage/Prognostic Factors,derivedPostrx7T,Derived PostRx-7 T,3,AJCC,59533-0,Nom,,,@,
3482,11,Stage/Prognostic Factors,derivedPostrx7N,Derived PostRx-7 N,3,AJCC,59531-4,Nom,,,@,
3490,11,Stage/Prognostic Factors,derivedPostrx7M,Derived PostRx-7 M,2,AJCC,59530-6,Nom,,,@,
3492,11,Stage/Prognostic Factors,derivedPostrx7StgeGrp,Derived PostRx-7 Stge Grp,3,AJCC,59532-2,Nom,,,@,
3600,11,Stage/Prognostic Factors,derivedNeoadjuvRxFlag,Derived Neoadjuv Rx Flag,1,AJCC,59529-8,Nom,LL928-3,,@,
3605,11,Stage/Prognostic Factors,derivedSeerPathStgGrp,Derived SEER Path Stg Grp,5,SEER,,Nom,,derived_seer_stage,@,
3610,11,Stage/Prognostic Factors,derivedSeerClinStgGrp,Derived SEER Clin Stg Grp,5,SEER,,Nom,,derived_seer_stage,@,
3614,11,Stage/Prognostic Factors,derivedSeerCmbStgGrp,Derived SEER Cmb Stg Grp,5,SEER,,Nom,,derived_seer_stage,@,
3616,11,Stage/Prognostic Factors,derivedSeerCombinedT,Derived SEER Combined T,5,SEER,,Nom,,,@,
3618,11,Stage/Prognostic Factors,derivedSeerCombinedN,Derived SEER Combined N,5,SEER,,Nom,,,@,
3620,11,Stage/Prognostic Factors,derivedSeerCombinedM,Derived SEER Combined M,5,SEER,,Nom,,,@,
3622,11,Stage/Prognostic Factors,derivedSeerCmbTSrc,Derived SEER Cmb T Src,1,SEER,,Nom,,derivedSeerCmbTSrc,@,
3624,11,Stage/Prognostic Factors,derivedSeerCmbNSrc,Derived SEER Cmb N Src,1,SEER,,Nom,,derivedSeerCmbNSrc,@,
3626,11,Stage/Prognostic Factors,derivedSeerCmbMSrc,Derived SEER Cmb M Src,1,SEER,,Nom,,derivedSeerCmbMSrc,@,
3645,11,Stage/Prognostic Factors,npcrDerivedAjcc8TnmClinStgGrp,NPCR Derived AJCC 8 TNM Clin Stg Grp,15,NPCR,,Nom,,,Ti,
3646,11,Stage/Prognostic Factors,npcrDerivedAjcc8TnmPathStgGrp,NPCR Derived AJCC 8 TNM Path Stg Grp,15,NPCR,,Nom,,,Ti,
3647,11,Stage/Prognostic Factors,npcrDerivedAjcc8TnmPostStgGrp,NPCR Derived AJCC 8 TNM Post Therapy Stg Grp,15,NPCR,,Nom,,,Ti,
3650,11,Stage/Prognostic Factors,npcrDerivedClinStgGrp,NPCR Derived Clin Stg Grp,4,NPCR,,Nom,,,@,
3655,11,Stage/Prognostic Factors,npcrDerivedPathStgGrp,NPCR Derived Path Stg Grp,4,NPCR,,Nom,,,@,
3700,11,Stage/Prognostic Factors,seerSiteSpecificFact1,SEER Site-Specific Fact 1,1,SEER,59858-1,Nom,,,@,
3702,11,Stage/Prognostic Factors,seerSiteSpecificFact2,SEER Site-Specific Fact 2,1,SEER,59859-9,Nom,,,@,
3704,11,Stage/Prognostic Factors,seerSiteSpecificFact3,SEER Site-Specific Fact 3,1,SEER,59860-7,Nom,,,@,
3706,11,Stage/Prognostic Factors,seerSiteSpecificFact4,SEER Site-Specific Fact 4,1,SEER,59861-5,Nom,,,@,
3708,11,Stage/Prognostic Factors,seerSiteSpecificFact5,SEER Site-Specific Fact 5,1,SEER,59862-3,Nom,,,@,
3710,11,Stage/Prognostic Factors,seerSiteSpecificFact6,SEER Site-Specific Fact 6,1,SEER,59863-1,Nom,,,@,
3780,11,Stage/Prognostic Factors,secondaryDiagnosis1,Secondary Diagnosis 1,7,CoC,,Nom,,,@,
3782,11,Stage/Prognostic Factors,secondaryDiagnosis2,Secondary Diagnosis 2,7,CoC,,Nom,,,@,
3784,11,Stage/Prognostic Factors,secondaryDiagnosis3,Secondary Diagnosis 3,7,CoC,,Nom,,,@,
3786,11,Stage/Prognostic Factors,secondaryDiagnosis4,Secondary Diagnosis 4,7,CoC,,Nom,,,@,
3788,11,Stage/Prognostic Factors,secondaryDiagnosis5,Secondary Diagnosis 5,7,CoC,,Nom,,,@,
3790,11,Stage/Prognostic Factors,secondaryDiagnosis6,Secondary Diagnosis 6,7,CoC,,Nom,,,@,
3792,11,Stage/Prognostic Factors,secondaryDiagnosis7,Secondary Diagnosis 7,7,CoC,,Nom,,,@,
3794,11,Stage/Prognostic Factors,secondaryDiagnosis8,Secondary Diagnosis 8,7,CoC,,Nom,,,@,
3796,11,Stage/Prognostic Factors,secondaryDiagnosis9,Secondary Diagnosis 9,7,CoC,,Nom,,,@,
3798,11,Stage/Prognostic Factors,secondaryDiagnosis10,Secondary Diagnosis 10,7,CoC,,Nom,,,@,
3800,11,Stage/Prognostic Factors,schemaId,Schema ID,5,NAACCR,,Nom,,,@,
3801,11,Stage/Prognostic Factors,chromosome1pLossHeterozygosity,Chromosome 1p: Loss of Heterozygosity (LOH),1,NAACCR,,Ord,,,@,
3802,11,Stage/Prognostic Factors,chromosome19qLossHeterozygosity,Chromosome 19q: Loss of Heterozygosity (LOH),1,NAACCR,,Ord,,,@,
3803,11,Stage/Prognostic Factors,adenoidCysticBasaloidPattern,Adenoid Cystic Basaloid Pattern,5,NAACCR,,Nom,,,@,
3804,11,Stage/Prognostic Factors,adenopathy,Adenopathy,1,NAACCR,,Ord,,,@,
3805,11,Stage/Prognostic Factors,afpPostOrchiectomyLabValue,AFP Post-Orchiectomy Lab Value,7,NAACCR,,Qn,,,N,
3806,11,Stage/Prognostic Factors,afpPostOrchiectomyRange,AFP Post-Orchiectomy Range,1,NAACCR,,Nom,,afpPostOrchiectomyRange,@,
3807,11,Stage/Prognostic Factors,afpPreOrchiectomyLabValue,AFP Pre-Orchiectomy Lab Value,7,NAACCR,,Qn,,,N,
3808,11,Stage/Prognostic Factors,afpPreOrchiectomyRange,AFP Pre-Orchiectomy Range,1,NAACCR,,Nom,,afpPostOrchiectomyRange,@,
3809,11,Stage/Prognostic Factors,afpPretreatmentInterpretation,AFP Pretreatment Interpretation,1,NAACCR,,Nom,,pretreatment_interpretation,@,
3810,11,Stage/Prognostic Factors,afpPretreatmentLabValue,AFP Pretreatment Lab Value,6,NAACCR,,Qn,,,N,
