TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR,means_missing,item
TUMOR,CENSUS_OCC_CODE19702000,894,894=tire builders,False,270
TUMOR,CENSUS_OCC_CODE19702000,895,895=helpers--production workers,False,270
TUMOR,CENSUS_OCC_CODE19702000,896,"896=production workers, all other",False,270
TUMOR,CENSUS_OCC_CODE19702000,900,"900=supervisors, transportation and material moving workers",False,270
TUMOR,CENSUS_OCC_CODE19702000,903,903=aircraft pilots and flight engineers,False,270
TUMOR,CENSUS_OCC_CODE19702000,904,904=air traffic controllers and airfield operations specialists,False,270
TUMOR,CENSUS_OCC_CODE19702000,911,"911=ambulance drivers and attendants, except emergency medical technicians",False,270
TUMOR,CENSUS_OCC_CODE19702000,912,912=bus drivers,False,270
TUMOR,CENSUS_OCC_CODE19702000,913,913=driver/sales workers and truck drivers,False,270
TUMOR,CENSUS_OCC_CODE19702000,914,914=taxi drivers and chauffeurs,False,270
TUMOR,CENSUS_OCC_CODE19702000,915,"915=motor vehicle operators, all other",False,270
TUMOR,CENSUS_OCC_CODE19702000,920,920=locomotive engineers and operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,923,"923=railroad brake, signal, and switch operators",False,270
TUMOR,CENSUS_OCC_CODE19702000,924,924=railroad conductors and yardmasters,False,270
TUMOR,CENSUS_OCC_CODE19702000,926,"926=subway, streetcar, and other rail transportation workers ,",False,270
TUMOR,CENSUS_OCC_CODE19702000,930,930=sailors and marine oilers,False,270
TUMOR,CENSUS_OCC_CODE19702000,931,931=ship and boat captains and operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,933,933=ship engineers,False,270
TUMOR,CENSUS_OCC_CODE19702000,934,934=bridge and lock tenders,False,270
TUMOR,CENSUS_OCC_CODE19702000,935,935=parking lot attendants,False,270
TUMOR,CENSUS_OCC_CODE19702000,936,936=service station attendants,False,270
TUMOR,CENSUS_OCC_CODE19702000,941,941=transportation inspectors,False,270
TUMOR,CENSUS_OCC_CODE19702000,942,"942=other transportation workers ,",False,270
TUMOR,CENSUS_OCC_CODE19702000,950,950=conveyor operators and tenders,False,270
TUMOR,CENSUS_OCC_CODE19702000,951,951=crane and tower operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,952,"952=dredge, excavating, and loading machine operators",False,270
TUMOR,CENSUS_OCC_CODE19702000,956,956=hoist and winch operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,960,960=industrial truck and tractor operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,961,961=cleaners of vehicles and equipment,False,270
TUMOR,CENSUS_OCC_CODE19702000,962,"962=laborers and freight, stock, and material movers, hand",False,270
TUMOR,CENSUS_OCC_CODE19702000,963,963=machine feeders and offbearers,False,270
TUMOR,CENSUS_OCC_CODE19702000,964,"964=packers and packagers, hand",False,270
TUMOR,CENSUS_OCC_CODE19702000,965,965=pumping station operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,972,972=refuse and recyclable material collectors,False,270
TUMOR,CENSUS_OCC_CODE19702000,973,973=shuttle car operators,False,270
TUMOR,CENSUS_OCC_CODE19702000,974,"974=tank car, truck, and ship loaders",False,270
TUMOR,CENSUS_OCC_CODE19702000,975,"975=material moving workers, all other",False,270
TUMOR,CENSUS_OCC_CODE19702000,980,980=military officer special and tactical operations leaders/managers,False,270
TUMOR,CENSUS_OCC_CODE19702000,981,981=first-line enlisted military supervisors/managers,False,270
TUMOR,CENSUS_OCC_CODE19702000,982,982=military enlisted tactical operations and air/weapons specialists and crew members,False,270
TUMOR,CENSUS_OCC_CODE19702000,983,"983=military, rank not specified",False,270
TUMOR,HER2_IHC_SUMMARY,0,0=negative (score 0),False,3850
TUMOR,HER2_IHC_SUMMARY,1,1=negative (score 1+),False,3850
TUMOR,HER2_IHC_SUMMARY,2,2=equivocal,False,3850
TUMOR,HER2_IHC_SUMMARY,3,3=positive,False,3850
TUMOR,HER2_IHC_SUMMARY,4,"4=negative, score unknown",False,3850
TUMOR,HER2_IHC_SUMMARY,7,"7=test ordered, results unknown",True,3850
TUMOR,HER2_IHC_SUMMARY,8,8=not applicable,True,3850
TUMOR,HER2_IHC_SUMMARY,9,9=unknown,True,3850
TUMOR,AUTOPSY,0,0=not applicable; patient alive,False,1930
TUMOR,AUTOPSY,1,1=autopsy performed,False,1930
TUMOR,AUTOPSY,2,2=no autopsy performed,False,1930
TUMOR,AUTOPSY,9,9=unknown,True,1930
TUMOR,TNM_EDITION_NUMBER,00,00=not staged,False,1060
TUMOR,TNM_EDITION_NUMBER,01,01=first edition,False,1060
TUMOR,TNM_EDITION_NUMBER,02,02=second edition,False,1060
TUMOR,TNM_EDITION_NUMBER,03,03=third edition,False,1060
TUMOR,TNM_EDITION_NUMBER,04,04=fourth edition,False,1060
TUMOR,TNM_EDITION_NUMBER,05,05=fifth edition,False,1060
TUMOR,TNM_EDITION_NUMBER,06,06=sixth edition,False,1060
TUMOR,TNM_EDITION_NUMBER,07,07=seventh edition,False,1060
TUMOR,TNM_EDITION_NUMBER,88,88=not applicable,True,1060
TUMOR,TNM_EDITION_NUMBER,99,99=unknown,True,1060
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,0,0=low risk,False,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,1,1=intermediate risk,False,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,2,2=high risk,False,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,6,"6=not applicable, DCIS",True,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,7,"7=test ordered, results unknown",True,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,8,8=not applicable,True,3906
TUMOR,ONCOTYPE_DX_RISK_LEVEL_INVASIVE,9,9=unknown,True,3906
TUMOR,SERUM_BETA2_MICROGLOBULIN_PRETREATMENT_LEVEL,0,"0=< 3.5 mg/L""",False,3931
TUMOR,SERUM_BETA2_MICROGLOBULIN_PRETREATMENT_LEVEL,1,1=3.5 mg/L to <5.5 mg/L,False,3931
TUMOR,SERUM_BETA2_MICROGLOBULIN_PRETREATMENT_LEVEL,2,2=5.5 mg/L,False,3931
TUMOR,SERUM_BETA2_MICROGLOBULIN_PRETREATMENT_LEVEL,7,"7=test ordered, results unknown",True,3931
TUMOR,SERUM_BETA2_MICROGLOBULIN_PRETREATMENT_LEVEL,9,9=unknown,True,3931
TUMOR,LDH_PRETREATMENT_LEVEL,0,0=low or normal,False,3869
TUMOR,LDH_PRETREATMENT_LEVEL,1,1=high,False,3869
TUMOR,LDH_PRETREATMENT_LEVEL,7,"7=test ordered, results unknown",True,3869
TUMOR,LDH_PRETREATMENT_LEVEL,9,9=unknown,True,3869
TUMOR,RX_HOSP_DX_STG_PROC,00,00=none,False,740
TUMOR,RX_HOSP_DX_STG_PROC,01,"01=biopsy of site other than primary, no exploratory",False,740
TUMOR,RX_HOSP_DX_STG_PROC,02,02=biopsy of primary site or lymph node,False,740
TUMOR,RX_HOSP_DX_STG_PROC,03,03=exploratory only,False,740
TUMOR,RX_HOSP_DX_STG_PROC,04,"04=bypass, no biopsy",False,740
TUMOR,RX_HOSP_DX_STG_PROC,05,05=exploratory and biopsy,False,740
TUMOR,RX_HOSP_DX_STG_PROC,06,06=bypass and biopsy,False,740
TUMOR,RX_HOSP_DX_STG_PROC,07,"07=procedure, NOS",False,740
TUMOR,RX_HOSP_DX_STG_PROC,09,09=unknown,True,740
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,00,00=none,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,01,01=Medicare/Medicaid,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,02,02=CMS,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,03,03=DMV,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,04,04=NDI,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,05,05=state death certificate,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,06,06=local death certificate,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,07,07=SSA Death Master File,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,08,08=hospital discharge,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,09,09=HMO,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,10,10=Social Security Epidemiological Vital Status,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,11,11=voter registration,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,12,12=research/study linkage,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,29,"29=linkage, NOS",False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,30,30=hospital in-patient/outpatient,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,31,31=casefinding,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,32,32=hospital cancer registry,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,33,33=radiation treatment center,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,34,34=oncology clinic,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,35,35=ambulatory surgical center,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,39,"39=clinic/facility, NOS",False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,40,40=attending physician,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,41,41=medical oncologist,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,42,42=radiation oncologist,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,43,43=surgeon,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,48,48=other specialist,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,49,"49=physician, NOS",False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,50,50=patient contact,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,51,51=relative contact,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,59,"59=patient, NOS",False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,60,60=central or regional cancer registry,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,61,61=internet,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,62,62=hospice,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,63,63=nursing home,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,64,64=obituary,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,65,65=other research/study,False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,98,"98=other, NOS",False,1791
TUMOR,FOLLOW_UP_SOURCE_CENTRAL,99,99=unknown,True,1791
TUMOR,COMPUTED_ETHNICITY_SOURCE,1,"1=Census, NOS",False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,2,2=Census 1980,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,3,3=Census 1990,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,4,4=GUESS program,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,5,5=South Florida and other,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,6,6=Census and local,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,7,7=Census and GUESS,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,8,8=other,False,210
TUMOR,COMPUTED_ETHNICITY_SOURCE,9,9=unknown,True,210
TUMOR,KIT_GENE_IMMUNOHISTOCHEMISTRY,0,0=negative/normal,False,3865
TUMOR,KIT_GENE_IMMUNOHISTOCHEMISTRY,1,1=positive,False,3865
TUMOR,KIT_GENE_IMMUNOHISTOCHEMISTRY,7,"7=test ordered, results unknown",True,3865
TUMOR,KIT_GENE_IMMUNOHISTOCHEMISTRY,8,8=not applicable,True,3865
TUMOR,KIT_GENE_IMMUNOHISTOCHEMISTRY,9,9=unknown,True,3865
TUMOR,EXTRANODAL_EXTENSION_PATH,0,"0=regional lymph nodes involved, ENE not present",False,3833
TUMOR,EXTRANODAL_EXTENSION_PATH,1,"1=regional lymph nodes involved, ENE present",False,3833
TUMOR,EXTRANODAL_EXTENSION_PATH,7,7=no lymph node involvement,False,3833
TUMOR,EXTRANODAL_EXTENSION_PATH,8,8=not applicable,True,3833
TUMOR,EXTRANODAL_EXTENSION_PATH,9,9=unknown,False,3833
TUMOR,MAJOR_VEIN_INVOLVEMENT,0,0=none,False,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,1,1=renal vein,False,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,2,2=inferior vena cava,False,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,3,"3=major vein, NOS",False,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,4,4=multiple,False,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,8,8=not applicable,True,3886
TUMOR,MAJOR_VEIN_INVOLVEMENT,9,9=unknown,True,3886
TUMOR,RAD_LOCATION_OF_RX,0,0=no treatment,False,1550
TUMOR,RAD_LOCATION_OF_RX,1,1=facility only,False,1550
TUMOR,RAD_LOCATION_OF_RX,2,"2=regional at facility, boost elsewhere",False,1550
TUMOR,RAD_LOCATION_OF_RX,3,"3=boost at facility, regional elsewhere",False,1550
TUMOR,RAD_LOCATION_OF_RX,4,4=elsewhere only,False,1550
TUMOR,RAD_LOCATION_OF_RX,8,8=other,False,1550
TUMOR,RAD_LOCATION_OF_RX,9,9=unknown,True,1550
TUMOR,RECORD_TYPE,I,I=incidence,False,10
TUMOR,RECORD_TYPE,C,C=confidential,False,10
TUMOR,RECORD_TYPE,A,A=abstract,False,10
TUMOR,RECORD_TYPE,U,U=update,False,10
TUMOR,RECORD_TYPE,M,M=modified,False,10
TUMOR,RECORD_TYPE,L,L=laboratory,False,10
TUMOR,PEDIATRIC_STAGE,1A,1A=IA,False,1120
TUMOR,PEDIATRIC_STAGE,1B,1B=IB,False,1120
TUMOR,PEDIATRIC_STAGE,2,2=II,False,1120
TUMOR,PEDIATRIC_STAGE,2A,2A=IIA,False,1120
TUMOR,PEDIATRIC_STAGE,2B,2B=IIB,False,1120
TUMOR,PEDIATRIC_STAGE,2C,2C=IIC,False,1120
TUMOR,PEDIATRIC_STAGE,3,3=III,False,1120
TUMOR,PEDIATRIC_STAGE,3A,3A=IIIA,False,1120
TUMOR,PEDIATRIC_STAGE,3B,3B=IIIB,False,1120
TUMOR,PEDIATRIC_STAGE,3C,3C=IIIC,False,1120
TUMOR,PEDIATRIC_STAGE,3D,3D=IIID,False,1120
TUMOR,PEDIATRIC_STAGE,3E,3E=IIIE,False,1120
TUMOR,PEDIATRIC_STAGE,4,4=IV,False,1120
TUMOR,PEDIATRIC_STAGE,4A,4A=IVA,False,1120
TUMOR,PEDIATRIC_STAGE,4B,4B=IVB,False,1120
TUMOR,PEDIATRIC_STAGE,4S,4S=IVS,False,1120
TUMOR,PEDIATRIC_STAGE,5,"5=V (Wilms’ tumor, retinoblastoma only)",False,1120
TUMOR,PEDIATRIC_STAGE,A,A=A,False,1120
TUMOR,PEDIATRIC_STAGE,B,B=B,False,1120
TUMOR,PEDIATRIC_STAGE,C,C=C,False,1120
TUMOR,PEDIATRIC_STAGE,D,D=D,False,1120
TUMOR,PEDIATRIC_STAGE,DS,DS=DS,False,1120
TUMOR,PEDIATRIC_STAGE,88,88=not applicable,True,1120
TUMOR,FOLLOW_UP_SOURCE,0,0=hospitalization,False,1790
TUMOR,FOLLOW_UP_SOURCE,1,1=readmission,False,1790
TUMOR,FOLLOW_UP_SOURCE,2,2=physician,False,1790
TUMOR,FOLLOW_UP_SOURCE,3,3=patient,False,1790
TUMOR,FOLLOW_UP_SOURCE,4,4=DMV,False,1790
TUMOR,FOLLOW_UP_SOURCE,5,5=Medicare/Medicaid,False,1790
TUMOR,FOLLOW_UP_SOURCE,7,7=death certificate,False,1790
TUMOR,FOLLOW_UP_SOURCE,8,8=other,False,1790
TUMOR,FOLLOW_UP_SOURCE,9,9=unknown,True,1790
TUMOR,RX_SUMM_SURGICAL_MARGINS,0,0=no residual tumor,False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,1,"1=residual tumor, NOS",False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,2,2=microscopic residual tumor,False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,3,3=macroscopic residual tumor,False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,7,7=margins not evaluable,False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,8,8=no primary site surgery,False,1320
TUMOR,RX_SUMM_SURGICAL_MARGINS,9,9=unknown,True,1320
TUMOR,MICROSATELLITE_INSTABILITY,0,0=stable,False,3890
TUMOR,MICROSATELLITE_INSTABILITY,1,1=unstable low,False,3890
TUMOR,MICROSATELLITE_INSTABILITY,2,2=unstable high,False,3890
TUMOR,MICROSATELLITE_INSTABILITY,8,8=not applicable,True,3890
TUMOR,MICROSATELLITE_INSTABILITY,9,9=unknown,True,3890
TUMOR,CHROMOSOME3_STATUS,0,0=No loss of chromosome 3 ,False,3821
TUMOR,CHROMOSOME3_STATUS,1,1=Partial loss of chromosome 3,False,3821
TUMOR,CHROMOSOME3_STATUS,2,2=Complete loss of chromosome 3,False,3821
TUMOR,CHROMOSOME3_STATUS,3,"3=Loss of chromosome 3, NOS",False,3821
TUMOR,CHROMOSOME3_STATUS,7,"7=Test ordered, results not in chart",False,3821
TUMOR,CHROMOSOME3_STATUS,8,8=not applicable,True,3821
TUMOR,CHROMOSOME3_STATUS,9,9=unknown,True,3821
TUMOR,PERITONEAL_CYTOLOGY,0,0=negative,False,3911
TUMOR,PERITONEAL_CYTOLOGY,1,1=atypical,False,3911
TUMOR,PERITONEAL_CYTOLOGY,2,2=malignant,False,3911
TUMOR,PERITONEAL_CYTOLOGY,3,3=nondiagnostic,True,3911
TUMOR,PERITONEAL_CYTOLOGY,7,"7=test ordered, results unknown",True,3911
TUMOR,PERITONEAL_CYTOLOGY,8,8=not applicable,True,3911
TUMOR,PERITONEAL_CYTOLOGY,9,9=unknown,True,3911
TUMOR,ICD_REVISION_COMORBID,0,0=not applicable,True,3165
TUMOR,ICD_REVISION_COMORBID,1,1=ICD-10-CM,False,3165
TUMOR,ICD_REVISION_COMORBID,9,9=ICD-9-CM,True,3165
TUMOR,TYPE_OF_REPORTING_SOURCE,1,1=hospital inpatient or unified medical records,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,2,2=radiation treatment or medical oncology centers,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,3,3=laboratory only,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,4,4=physician's office,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,5,5=nursing home,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,6,6=autopsy,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,7,7=death certificate,False,500
TUMOR,TYPE_OF_REPORTING_SOURCE,8,8=other hospital outpatient units/surgery centers,False,500
TUMOR,KRAS,0,0=normal,False,3866
TUMOR,KRAS,1,"1=abnormal in codon(s) 12, 13 and/or 61",False,3866
TUMOR,KRAS,2,2=abnormal in codon 146 only,False,3866
TUMOR,KRAS,3,"3=abnormal, other",False,3866
TUMOR,KRAS,4,"4=abnormal, NOS",False,3866
TUMOR,KRAS,7,"7=test ordered, results unknown",True,3866
TUMOR,KRAS,8,8=not applicable,True,3866
TUMOR,KRAS,9,9=unknown,True,3866
TUMOR,PLEURAL_EFFUSION,0,0=not present,False,3913
TUMOR,PLEURAL_EFFUSION,1,1=non-malignant,False,3913
TUMOR,PLEURAL_EFFUSION,2,2=malignant,False,3913
TUMOR,PLEURAL_EFFUSION,3,3=atypical,False,3913
TUMOR,PLEURAL_EFFUSION,4,"4=present, NOS",False,3913
TUMOR,PLEURAL_EFFUSION,8,8=not applicable,True,3913
TUMOR,PLEURAL_EFFUSION,9,9=unknown,True,3913
TUMOR,RURALURBAN_CONTINUUM1993,00,"00=central county, metropolitan area of 1,000,000+ population",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,01,"01=fringe county, metropolitan area of 1,000,000+ population",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,02,"02=metropolitan area of 250,000-1,000,000 population",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,03,"03=metropolitan area of less than 250,000 population",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,04,"04=urban population of 20,000+, adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,05,"05=urban population of 20,000+, not adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,06,"06=urban population of 2,500-19,999, adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,07,"07=urban population of 2,500-19,999, not adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,08,"08=completely rural, adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,09,"09=completely rural, not adjacent to metropolitan area",False,3300
TUMOR,RURALURBAN_CONTINUUM1993,98,98=foreign area,True,3300
TUMOR,RURALURBAN_CONTINUUM1993,99,99=unknown,True,3300
TUMOR,TUMOR_GROWTH_PATTERN,1,1=mass-forming,False,3935
TUMOR,TUMOR_GROWTH_PATTERN,2,2=periductal infiltrating,False,3935
TUMOR,TUMOR_GROWTH_PATTERN,3,3=mass-forming and periductal infiltrating,False,3935
TUMOR,TUMOR_GROWTH_PATTERN,8,8=not applicable,True,3935
TUMOR,TUMOR_GROWTH_PATTERN,9,9=unknown,True,3935
TUMOR,OCCUPATION_SOURCE,0,0=unknown occupation,False,290
TUMOR,OCCUPATION_SOURCE,1,1=reporting facility,False,290
TUMOR,OCCUPATION_SOURCE,2,2=death certificate,False,290
TUMOR,OCCUPATION_SOURCE,3,3=interview,False,290
TUMOR,OCCUPATION_SOURCE,7,7=other,False,290
TUMOR,OCCUPATION_SOURCE,8,8=not applicable,True,290
TUMOR,OCCUPATION_SOURCE,9,9=unknown,True,290
TUMOR,OVER_RIDE_HISTOLOGY,,=not reviewed or reviewed and corrected,False,2040
TUMOR,OVER_RIDE_HISTOLOGY,1,1=reviewed and confirmed stated in situ or malignant despite histology behavior,False,2040
TUMOR,OVER_RIDE_HISTOLOGY,2,2=reviewed and confirmed in situ despite no microscopic confirmation,False,2040
TUMOR,OVER_RIDE_HISTOLOGY,3,3=reviewed and confirmed stated in situ despite histology behavior and no microscopic confirmation,False,2040
TUMOR,LN_LATERALITY,0,0=none,False,3881
TUMOR,LN_LATERALITY,1,1=unilateral,False,3881
TUMOR,LN_LATERALITY,2,2=bilateral,False,3881
TUMOR,LN_LATERALITY,3,3=unknown laterality,True,3881
TUMOR,LN_LATERALITY,8,8=not applicable,True,3881
TUMOR,LN_LATERALITY,9,9=unknown,True,3881
TUMOR,CENSUS_IND_CODE19702000,017,017=crop production,False,280
TUMOR,CENSUS_IND_CODE19702000,018,018=animal production and aquaculture,False,280
TUMOR,CENSUS_IND_CODE19702000,019,019=forestry,False,280
TUMOR,CENSUS_IND_CODE19702000,027,027=logging,False,280
TUMOR,CENSUS_IND_CODE19702000,028,"028=fishing, hunting and trapping",False,280
TUMOR,CENSUS_IND_CODE19702000,029,029=support activities for agriculture and forestry,False,280
TUMOR,CENSUS_IND_CODE19702000,037,037=oil and gas extraction,False,280
TUMOR,CENSUS_IND_CODE19702000,038,038=coal mining,False,280
TUMOR,CENSUS_IND_CODE19702000,039,039=metal ore mining,False,280
TUMOR,CENSUS_IND_CODE19702000,047,047=nonmetallic mineral mining and quarrying,False,280
TUMOR,CENSUS_IND_CODE19702000,048,048=not specified type of mining,False,280
TUMOR,CENSUS_IND_CODE19702000,049,049=support activities for mining,False,280
TUMOR,CENSUS_IND_CODE19702000,057,"057=electric power generation, transmission and distribution",False,280
TUMOR,CENSUS_IND_CODE19702000,058,058=natural gas distribution,False,280
TUMOR,CENSUS_IND_CODE19702000,059,"059=electric and gas, and other combinations",False,280
TUMOR,CENSUS_IND_CODE19702000,067,"067=water, steam, air-conditioning, and irrigation systems",False,280
TUMOR,CENSUS_IND_CODE19702000,068,068=sewage treatment facilities,False,280
TUMOR,CENSUS_IND_CODE19702000,069,069=not specified utilities,False,280
TUMOR,CENSUS_IND_CODE19702000,077,077=construction,False,280
TUMOR,CENSUS_IND_CODE19702000,107,"107=animal food, grain and oilseed milling",False,280
TUMOR,CENSUS_IND_CODE19702000,108,108=sugar and confectionery products,False,280
TUMOR,CENSUS_IND_CODE19702000,109,109=fruit and vegetable preserving and specialty food manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,117,117=dairy product manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,118,118=animal slaughtering and processing,False,280
TUMOR,CENSUS_IND_CODE19702000,119,119=retail bakeries,False,280
TUMOR,CENSUS_IND_CODE19702000,127,127=bakeries and tortilla manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,128,128=seafood and other miscellaneous foods,False,280
TUMOR,CENSUS_IND_CODE19702000,129,129=not specified food industries,False,280
TUMOR,CENSUS_IND_CODE19702000,137,137=beverage manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,139,139=tobacco manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,147,"147=fiber, yarn, and thread mills",False,280
TUMOR,CENSUS_IND_CODE19702000,148,148=fabric mills,False,280
TUMOR,CENSUS_IND_CODE19702000,149,149=textile and fabric finishing and fabric coating mills,False,280
TUMOR,CENSUS_IND_CODE19702000,157,157=carpet and rug mills,False,280
TUMOR,CENSUS_IND_CODE19702000,159,159=textile product mills,False,280
TUMOR,CENSUS_IND_CODE19702000,167,"167=knitting fabric mills, and apparel knitting mills",False,280
TUMOR,CENSUS_IND_CODE19702000,168,168=cut and sew apparel manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,169,169=apparel accessories and other apparel manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,177,177=footwear manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,179,179=leather tanning and finishing and other allied products manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,187,"187=pulp, paper, and paperboard mills",False,280
TUMOR,CENSUS_IND_CODE19702000,188,188=paperboard container manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,189,189=miscellaneous paper and pulp products,False,280
TUMOR,CENSUS_IND_CODE19702000,199,199=printing and related support activities,False,280
TUMOR,CENSUS_IND_CODE19702000,207,207=petroleum refining,False,280
TUMOR,CENSUS_IND_CODE19702000,209,209=miscellaneous petroleum and coal products,False,280
TUMOR,CENSUS_IND_CODE19702000,217,"217=resin, synthetic rubber, and fibers and filaments manufacturing",False,280
TUMOR,CENSUS_IND_CODE19702000,218,218=agricultural chemical manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,219,219=pharmaceutical and medicine manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,227,"227=paint, coating, and adhesive manufacturing",False,280
TUMOR,CENSUS_IND_CODE19702000,228,"228=soap, cleaning compound, and cosmetics manufacturing",False,280
TUMOR,CENSUS_IND_CODE19702000,229,229=industrial and miscellaneous chemicals,False,280
TUMOR,CENSUS_IND_CODE19702000,237,237=plastics product manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,238,238=tire manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,239,239=rubber products manufacturing,False,280
TUMOR,CENSUS_IND_CODE19702000,247,"247=pottery, ceramics, and plumbing fixture manufacturing",False,280
TUMOR,CENSUS_IND_CODE19702000,248,248=clay building material and refractories manufacturing,False,280
